,0,1,2,3,4,5,6,y_step_1,y_step_2,y_step_3
2018-07-31,-0.2689772492328851,0.0017249987491855163,0.0,0.18282686540806026,1.0,0.7879224882631222,0.615774433124054,1500.0,900.0,639.0
2018-08-01,-0.27089328584909245,0.014796046633299496,0.012792270531400972,0.17952818328410558,0.6,0.7905633969115482,0.612380204990065,900.0,639.0,700.0
2018-08-02,-0.28354482282834914,0.006503419237374967,0.003198067632850243,0.16783287106909484,0.426,0.7931896839451843,0.6089746507720486,639.0,700.0,649.0
2018-08-03,-0.26948163537281244,0.05324147878738178,0.05116908212560389,0.17683293887137097,0.4666666666666667,0.7958013007903711,0.6055578334563539,700.0,649.0,649.0
2018-08-04,-0.24447132444582215,0.08915652414785535,0.0895458937198068,0.19787162865407026,0.43266666666666664,0.7983981991447768,0.6021298162376427,649.0,649.0,599.0
2018-08-05,-0.18407898134023468,0.12127770048162036,0.1279227053140097,0.25449516975413644,0.43266666666666664,0.8009803309782906,0.5986906625177213,649.0,599.0,599.0
2018-08-06,-0.1282122176520551,0.015578944591761852,0.028782608695652183,0.3213125591386188,0.3993333333333333,0.8035476485339114,0.5952404359043676,599.0,599.0,599.0
2018-08-07,-0.1192375217341169,0.00496742565396927,0.019188405797101456,0.33136744709065624,0.3993333333333333,0.8061001043286312,0.5917792002101542,599.0,599.0,549.0
2018-08-08,-0.014538320041831991,0.2060233499165787,0.23026086956521752,0.4140343845865573,0.3993333333333333,0.8086376511543125,0.5883070194512695,599.0,549.0,549.0
2018-08-09,0.025062005822023527,-0.026587215091865703,0.003198067632850243,0.47820871544161037,0.366,0.8111602420785621,0.5848239578463323,549.0,549.0,549.0
