,Rainfall,LakeLevel,DayOfWeek,Month,AverageGate,FlowRate,IsWeekend
2019-01-01,0.0,279.1855,1,1,1200.0,36.660026511998694,False
2019-01-02,0.0,279.1640833333333,2,1,529.0,25.619992934461564,False
2019-01-03,0.0,279.1585833333333,3,1,529.0,25.534315785887777,False
2019-01-04,0.0,279.15637499999997,4,1,529.0,25.477256436090364,False
2019-01-05,0.0,279.1598333333333,5,1,529.0,25.448744396348527,True
2019-01-06,0.0,279.1489583333333,6,1,529.0,25.334813886039505,True
2019-01-07,0.0,279.1451666666666,0,1,529.0,25.29213997838227,False
2019-01-08,0.0,279.14212499999996,1,1,529.0,25.150080212930042,False
2019-01-09,0.0,279.14275,2,1,529.0,25.1075183032814,False
2019-01-10,0.0,279.13487499999997,3,1,529.0,24.979997867648873,False
2019-01-11,0.0,279.12499999999994,4,1,529.0,24.796220689099428,False
2019-01-12,3.934579439252336,279.12224999999995,5,1,529.0,24.683376572397616,True
2019-01-13,0.0,279.1213333333333,6,1,529.0,24.66928587379135,True
2019-01-14,29.017523364485985,279.12204166666663,0,1,529.0,24.767991887865826,False
2019-01-15,9.836448598130842,279.1287083333333,1,1,529.0,24.895116205505374,False
2019-01-16,0.983644859813084,279.12420833333334,2,1,529.0,24.824461332448067,False
2019-01-17,0.0,279.117125,3,1,529.0,24.683376572397616,False
2019-01-18,0.0,279.1089583333333,4,1,529.0,24.59886796407221,False
2019-01-19,0.0,279.1069166666667,5,1,529.0,24.48635597520283,True
2019-01-20,0.491822429906542,279.09679166666666,6,1,399.0,20.419629912597035,True
2019-01-21,0.0,279.08712499999996,0,1,399.0,20.32770495674252,False
2019-01-22,0.0,279.0902083333333,1,1,329.0,18.004443752153236,False
2019-01-23,0.0,279.09516666666667,2,1,309.0,17.393499956341177,False
2019-01-24,3.1019607843137256,279.1135,3,1,309.0,17.418284092326093,False
2019-01-25,3.1019607843137256,279.122375,4,1,309.0,17.467891348141027,False
2019-01-26,0.0,279.12075,5,1,309.0,17.492714458242173,True
2019-01-27,0.0,279.11699999999996,6,1,309.0,17.467891348141027,True
2019-01-28,0.0,279.122125,0,1,309.0,17.517550549996763,False
2019-01-29,0.0,279.13179166666663,1,1,309.0,17.567261659076454,False
2019-01-30,0.0,279.13824999999997,2,1,309.0,17.592136666721895,False
2019-01-31,0.0,279.14279166666665,3,1,309.0,17.641925564071038,False
2019-02-01,0.0,279.1415416666667,4,2,309.0,17.61702463666158,False
2019-02-02,0.4431372549019608,279.138625,5,2,309.0,17.641925564071038,True
2019-02-03,0.0,279.13724999999994,6,2,309.0,17.592136666721895,True
2019-02-04,0.0,279.1355833333333,0,2,309.0,17.592136666721895,False
2019-02-05,0.0,279.131125,1,2,309.0,17.54239961855582,False
2019-02-06,0.0,279.12904166666664,2,2,309.0,17.517550549996763,False
2019-02-07,0.0,279.12491666666665,3,2,309.0,17.44308122454854,False
2019-02-08,0.0,279.11745833333333,4,2,309.0,17.368728821467613,False
2019-02-09,0.0,279.11312499999997,5,2,309.0,17.34397069258534,True
2019-02-10,0.0,279.1068333333333,6,2,309.0,17.31922557458056,True
2019-02-11,0.0,279.10166666666663,0,2,309.0,17.294493472345756,False
2019-02-12,0.0,279.09504166666665,1,2,309.0,17.19569531917443,False
2019-02-13,0.0,279.097625,2,2,219.0,13.486025933662424,False
2019-02-14,0.0,279.10662499999995,3,2,219.0,13.519884726154281,False
2019-02-15,0.0,279.10875,4,2,219.0,13.519884726154281,False
2019-02-16,0.0,279.10824999999994,5,2,219.0,13.55377130436541,True
2019-02-17,0.0,279.11266666666666,6,2,219.0,13.55377130436541,True
2019-02-18,0.0,279.1119166666667,0,2,219.0,13.59900431353405,False
2019-02-19,0.0,279.1166666666666,1,2,219.0,13.59900431353405,False
2019-02-20,0.0,279.11949999999996,2,2,219.0,13.59900431353405,False
2019-02-21,0.0,279.12420833333334,3,2,219.0,13.621641628452052,False
2019-02-22,12.850980392156863,279.13879166666663,4,2,300.0,17.171034892023947,False
2019-02-23,4.874509803921569,279.15425,5,2,300.0,17.368728821467613,True
2019-02-24,1.3294117647058823,279.1488333333333,6,2,300.0,17.31922557458056,True
2019-02-25,0.0,279.13304166666666,0,2,300.0,17.294493472345756,False
2019-02-26,0.0,279.12375,1,2,300.0,17.08479844179749,False
2019-02-27,0.0,279.11562499999997,2,2,300.0,17.023300794113055,False
2019-02-28,0.0,279.110125,3,2,199.0,12.693920404286839,False
2019-03-01,0.0,279.10879166666666,4,3,199.0,12.6388040590906,False
2019-03-02,0.0,279.10704166666665,5,3,199.0,12.6388040590906,True
2019-03-03,0.0,279.1075,6,3,199.0,12.616782969391211,True
2019-03-04,0.0,279.1105416666666,0,3,199.0,12.6388040590906,False
2019-03-05,0.0,279.1087916666666,1,3,199.0,12.6388040590906,False
2019-03-06,0.0,279.115875,2,3,199.0,12.660839290380084,False
2019-03-07,0.0,279.12108333333333,3,3,199.0,12.660839290380084,False
2019-03-08,11.964705882352943,279.12987499999997,4,3,199.0,12.760174422970394,False
2019-03-09,0.4431372549019608,279.1463333333333,5,3,199.0,12.837629461838269,True
2019-03-10,0.4431372549019608,279.14725,6,3,199.0,12.904158331949418,True
2019-03-11,0.0,279.150875,0,3,199.0,12.893063150464382,False
2019-03-12,0.0,279.153625,1,3,199.0,12.915260545648971,False
2019-03-13,0.0,279.1547083333333,2,3,199.0,12.926362759348525,False
2019-03-14,0.0,279.15925,3,3,199.0,12.970813781980722,False
2019-03-15,0.4431372549019608,279.16524999999996,4,3,199.0,12.970813781980722,False
2019-03-16,0.8862745098039216,279.1694166666667,5,3,199.0,13.037595640321156,True
2019-03-17,0.0,279.172625,6,3,199.0,13.037595640321156,True
2019-03-18,0.0,279.1755416666667,0,3,199.0,13.037595640321156,False
2019-03-19,0.0,279.16841666666664,1,3,400.0,21.027487859167707,False
2019-03-20,0.0,279.151,2,3,400.0,20.90804120333168,False
2019-03-21,0.0,279.14491666666663,3,3,199.0,12.859791676813837,False
2019-03-22,0.0,279.136625,4,3,350.0,19.069727327534267,False
2019-03-23,0.0,279.1272916666666,5,3,350.0,18.941727443424103,True
2019-03-24,0.4431372549019608,279.1173333333333,6,3,350.0,18.826797668698052,True
2019-03-25,0.0,279.10541666666666,0,3,350.0,18.724855726821588,False
2019-03-26,0.4431372549019608,279.09341666666666,1,3,350.0,18.5977152325018,False
2019-03-27,0.0,279.08370833333333,2,3,350.0,18.458231158768292,False
2019-03-28,22.156862745098042,279.0958333333333,3,3,239.0,13.723682772875469,False
2019-03-29,0.0,279.1071666666666,4,3,239.0,13.80323879582122,False
2019-03-30,0.0,279.109,5,3,239.0,13.780490726585876,True
2019-03-31,10.192156862745097,279.114625,6,3,239.0,13.791864761203549,True
2019-04-01,39.43921568627452,279.1415,0,4,239.0,13.928601721352923,False
2019-04-02,0.0,279.169875,1,4,500.0,23.28890594785358,False
2019-04-03,0.4431372549019608,279.1529166666666,2,4,500.0,23.607923024696706,False
2019-04-04,0.0,279.12816666666663,3,4,399.0,20.947829937343712,False
2019-04-05,0.0,279.115125,4,4,399.0,20.72273637833897,False
2019-04-06,0.0,279.1008333333333,5,4,299.0,16.94961999661416,True
2019-04-07,0.0,279.09437499999996,6,4,299.0,16.851546943912815,True
2019-04-08,0.0,279.0891428571428,0,4,299.0,16.814827704438308,False
2019-04-09,0.458498023715415,279.0835333333333,1,4,199.0,12.309976236505609,False
2019-04-10,0.0,279.0883333333333,2,4,199.0,12.617638934699666,False
2019-04-11,9.169960474308299,279.099625,3,4,220.0,13.28354119536965,False
2019-04-12,0.91699604743083,279.11020833333333,4,4,220.0,13.373395105105232,False
2019-04-13,0.0,279.109875,5,4,220.0,13.39589342991192,True
2019-04-14,0.0,279.11199999999997,6,4,220.0,13.39589342991192,True
2019-04-15,0.0,279.1140833333333,0,4,220.0,13.40714955561727,False
2019-04-16,0.0,279.11424999999997,1,4,225.0,13.632967218638134,False
2019-04-17,0.0,279.1150416666666,2,4,225.0,13.644292808824217,False
2019-04-18,0.0,279.11662499999994,3,4,225.0,13.655625328704868,False
2019-04-19,0.0,279.118,4,4,225.0,13.666957848585522,False
2019-04-20,0.0,279.1214166666667,5,4,225.0,13.655625328704868,True
2019-04-21,5.960474308300395,279.1255,6,4,225.0,13.68963674168008,True
2019-04-22,35.76284584980237,279.1672083333333,0,4,225.0,14.077291659249337,False
2019-04-23,0.0,279.1795833333333,1,4,500.0,24.767991887865826,False
2019-04-24,0.0,279.15729166666665,2,4,500.0,24.416133990215442,False
2019-04-25,0.0,279.13379166666664,3,4,500.0,23.982407875442163,False
2019-04-26,0.0,279.112375,4,4,500.0,23.704113874186348,False
2019-04-27,0.0,279.1030833333333,5,4,299.0,16.90055399796049,True
2019-04-28,0.91699604743083,279.1105416666666,6,4,220.0,13.28354119536965,True
2019-04-29,7.794466403162055,279.1234166666666,0,4,220.0,13.384644267508577,False
2019-04-30,0.0,279.12691666666666,1,4,220.0,13.497309881840577,False
2019-05-01,0.0,279.128,2,5,220.0,13.46347193934032,False
2019-05-02,0.0,279.1307083333333,3,5,220.0,13.486025933662424,False
2019-05-03,0.0,279.13654166666663,4,5,220.0,13.50859383001873,False
2019-05-04,0.0,279.14508333333333,5,5,220.0,13.53117562228983,True
2019-05-05,0.0,279.148375,6,5,220.0,13.565076087254786,True
2019-05-06,0.0,279.15162499999997,0,5,220.0,13.576380870144162,False
2019-05-07,0.0,279.15479166666665,1,5,220.0,13.59900431353405,False
2019-05-08,0.0,279.1582916666666,2,5,220.0,13.621641628452052,False
2019-05-09,0.91699604743083,279.1644583333333,3,5,220.0,13.644292808824217,False
2019-05-10,1.3754940711462451,279.1695833333333,4,5,220.0,13.73503606369004,False
2019-05-11,0.0,279.1608333333333,5,5,400.0,21.307164866247216,True
2019-05-12,25.217391304347824,279.16304166666663,6,5,400.0,21.160498357899336,True
2019-05-13,3.209486166007905,279.18899999999996,0,5,500.0,24.810341010773747,False
2019-05-14,0.0,279.1735416666666,1,5,500.0,24.556655189257693,False
2019-05-15,0.0,279.150875,2,5,500.0,24.23389941293152,False
2019-05-16,0.0,279.1267083333333,3,5,500.0,23.88486829209716,False
2019-05-17,0.0,279.1118333333333,4,5,500.0,23.56540703364779,False
2019-05-18,0.0,279.1035416666667,5,5,299.0,16.802592329597363,True
2019-05-19,0.0,279.0994166666666,6,5,299.0,16.802592329597363,True
2019-05-20,0.0,279.09549999999996,0,5,299.0,16.790363514745653,False
2019-05-21,0.0,279.0995,1,5,240.0,14.123159854522996,False
2019-05-22,0.0,279.103125,2,5,240.0,14.15759877114916,False
2019-05-23,0.0,279.1060833333333,3,5,240.0,14.19206513831101,False
2019-05-24,0.0,279.11154166666665,4,5,240.0,14.215061007012196,False
2019-05-25,0.0,279.117375,5,5,240.0,14.261093870481046,True
2019-05-26,0.0,279.11954166666663,6,5,240.0,14.272612362031147,True
2019-05-27,2.75098814229249,279.12449999999995,0,5,240.0,14.307181529827655,False
2019-05-28,16.505928853754938,279.1444583333333,1,5,500.0,24.094062583885496,False
2019-05-29,5.50197628458498,279.1368333333333,2,5,500.0,24.01030364173992,False
2019-05-30,0.0,279.1239583333333,3,5,500.0,23.787472222323,False
2019-05-31,17.881422924901184,279.11466666666666,4,5,500.0,23.59312321437922,False
2019-06-01,4.5849802371541495,279.1065,5,6,500.0,23.454662367327455,True
2019-06-02,0.0,279.08566666666667,6,6,550.0,24.261926355319915,True
2019-06-03,0.0,279.06762499999996,0,6,550.0,24.094062583885496,False
2019-06-04,0.0,279.05229166666663,1,6,550.0,23.75967213179027,False
2019-06-05,16.964426877470352,279.04974999999996,2,6,550.0,23.690225806787673,False
2019-06-06,0.0,279.0413333333333,3,6,550.0,23.6347214800736,False
2019-06-07,4.1264822134387344,279.0296666666666,4,6,550.0,23.41318417690036,False
2019-06-08,0.0,279.01016666666663,5,6,550.0,23.041084226259375,True
2019-06-09,0.0,279.0061304347826,6,6,399.0,19.313799082561,True
2019-06-10,0.0,279.00674999999995,0,6,299.0,15.954418007937884,False
2019-06-11,0.458498023715415,279.0120416666667,1,6,299.0,17.69176627203157,False
2019-06-12,31.636363636363633,279.02104166666663,2,6,400.0,19.36532851807708,False
2019-06-13,1.83399209486166,279.0347083333333,3,6,549.0,23.52385676829045,False
2019-06-14,0.458498023715415,279.0217916666666,4,6,549.0,23.41318417690036,False
2019-06-15,0.0,279.00466666666665,5,6,600.0,24.038217320676118,True
2019-06-16,0.0,278.99691666666666,6,6,499.0,21.722507263781665,True
2019-06-17,0.0,278.99195833333334,0,6,399.0,19.082543187900544,False
2019-06-18,0.0,278.98854166666666,1,6,399.0,19.05691146716799,False
2019-06-19,0.0,278.9844166666666,2,6,399.0,18.980092475945213,False
2019-06-20,0.91699604743083,278.9817083333333,3,6,399.0,18.980092475945213,False
2019-06-21,22.92490118577075,279.01033333333334,4,6,399.0,19.468539017179975,False
2019-06-22,0.0,279.02141666666665,5,6,399.0,19.494373205349312,True
2019-06-23,9.628458498023715,279.02412499999997,6,6,399.0,19.507296607702486,True
2019-06-24,2.2924901185770747,279.02666666666664,0,6,399.0,19.53314971847672,False
2019-06-25,0.458498023715415,279.02156521739124,1,6,399.0,19.494373205349312,False
2019-06-26,0.0,279.01641666666666,2,6,399.0,19.429812979018266,False
2019-06-27,0.0,279.0117083333333,3,6,399.0,19.36532851807708,False
2019-06-28,0.0,279.00820833333336,4,6,399.0,19.313799082561,False
2019-06-29,0.0,279.00404166666664,5,6,399.0,19.23659979659468,True
2019-06-30,0.0,279.00029166666667,6,6,399.0,19.18519690272162,True
2019-07-01,12.569739952718676,279.001875,0,7,399.0,19.210892017010064,False
2019-07-02,1.933806146572104,279.00804166666666,1,7,399.0,19.28805333382135,False
2019-07-03,17.88770685579196,279.027125,2,7,399.0,19.468539017179975,False
2019-07-04,93.306146572104,279.0937916666666,3,7,399.0,20.524872163228043,False
2019-07-05,3.3841607565011818,279.161625,4,7,499.0,24.72567237912819,False
2019-07-06,0.483451536643026,279.158625,5,7,499.0,24.51446615929867,True
2019-07-07,0.0,279.15637499999997,6,7,499.0,24.37403408869531,True
2019-07-08,0.0,279.152125,0,7,499.0,24.303931036372248,False
2019-07-09,0.0,279.14849999999996,1,7,499.0,24.23389941293152,False
2019-07-10,0.0,279.14399999999995,2,7,499.0,24.205908204883723,False
2019-07-11,0.483451536643026,279.14004347826085,3,7,499.0,24.094062583885496,False
2019-07-12,7.735224586288416,279.14104166666664,4,7,499.0,24.094062583885496,False
2019-07-13,0.483451536643026,279.14029166666666,5,7,499.0,24.13598382253445,True
2019-07-14,9.185579196217493,279.1450833333333,6,7,499.0,24.149961544880377,True
2019-07-15,4.3510638297872335,279.1535416666666,0,7,499.0,24.261902534840537,False
2019-07-16,19.338061465721037,279.1680833333333,1,7,499.0,24.612946800979294,False
2019-07-17,0.966903073286052,279.1679583333333,2,7,499.0,24.570722157316915,False
2019-07-18,0.483451536643026,279.16754166666664,3,7,499.0,24.52852719024857,False
2019-07-19,18.854609929078013,279.17799999999994,4,7,499.0,24.58479506069456,False
2019-07-20,0.966903073286052,279.1847083333333,5,7,550.0,26.136277402894983,True
2019-07-21,0.0,279.1792083333333,6,7,550.0,26.00684783928215,True
2019-07-22,0.0,279.170375,0,7,550.0,25.892002026574687,False
2019-07-23,0.483451536643026,279.162294117647,1,7,550.0,25.734393485489175,False
2019-07-24,0.0,279.15766666666667,2,7,550.0,25.619992934461564,False
2019-07-25,6.284869976359338,279.15320833333334,3,7,550.0,25.534315785887777,False
2019-07-26,0.966903073286052,279.15366666666665,4,7,550.0,25.534315785887777,False
2019-07-27,0.0,279.1415,5,7,550.0,25.377517231942342,True
2019-07-28,0.483451536643026,279.133125,6,7,550.0,25.24948963177826,True
2019-07-29,0.0,279.1278333333333,0,7,550.0,25.093338868330136,False
2019-07-30,17.88770685579196,279.133625,1,7,550.0,25.263704450267802,False
2019-07-31,0.966903073286052,279.13291666666663,2,7,550.0,25.306360688007192,False
2019-08-01,0.0,279.1244166666666,3,8,550.0,25.093338868330136,False
2019-08-02,1.4503546099290778,279.1154583333333,4,8,550.0,24.965842056830077,False
2019-08-03,0.0,279.10654166666666,5,8,399.0,22.634385890347474,True
2019-08-04,6.7683215130023635,279.1152083333333,6,8,399.0,20.617127164862396,True
2019-08-05,0.966903073286052,279.11999999999995,0,8,399.0,20.669903816622742,False
2019-08-06,0.0,279.12275,1,8,399.0,20.7359538311777,False
2019-08-07,0.0,279.12441666666666,2,8,399.0,20.72273637833897,False
2019-08-08,6.768321513002364,279.13075,3,8,399.0,20.82855045033681,False
2019-08-09,8.218676122931441,279.13962499999997,4,8,399.0,20.934562898688892,False
2019-08-10,7.25177304964539,279.1492083333333,5,8,399.0,21.01420225996266,True
2019-08-11,16.92080378250591,279.1746666666666,6,8,399.0,21.41406674577493,True
2019-08-12,10.152482269503546,279.18229166666663,0,8,550.0,26.04996180899351,False
2019-08-13,6.7683215130023635,279.187125,1,8,550.0,26.136271563333647,False
2019-08-14,0.483451536643026,279.1836666666666,2,8,550.0,26.078720042333707,False
2019-08-15,0.0,279.1770833333333,3,8,550.0,26.02121526495304,False
2019-08-16,0.0,279.16849999999994,4,8,550.0,25.820317043004753,False
2019-08-17,3.867612293144208,279.16316666666665,5,8,550.0,25.748708217258958,True
2019-08-18,0.483451536643026,279.15737499999994,6,8,550.0,25.605707537078167,True
2019-08-19,0.0,279.1490416666666,0,8,550.0,25.448744396348527,False
2019-08-20,3.867612293144208,279.1439583333333,1,8,550.0,25.32058728702335,False
2019-08-21,16.437352245862883,279.16112499999997,2,8,550.0,25.691472745647992,False
2019-08-22,7.735224586288416,279.1634583333333,3,8,550.0,25.662872606170353,False
2019-08-23,8.218676122931441,279.16949999999997,4,8,550.0,25.848981666585505,False
2019-08-24,0.0,279.162125,5,8,550.0,25.748708217258958,True
2019-08-25,0.0,279.154375,6,8,550.0,25.562863089019007,True
2019-08-26,0.483451536643026,279.1465833333333,0,8,550.0,25.477256436090364,False
2019-08-27,0.0,279.13854166666664,1,8,550.0,25.334813886039505,False
2019-08-28,0.0,279.13104166666665,2,8,550.0,25.206868749582384,False
2019-08-29,0.0,279.122,3,8,550.0,25.03664474385878,False
2019-08-30,0.966903073286052,279.11454166666664,4,8,550.0,24.895116205505374,False
2019-08-31,1.4503546099290778,279.10904166666666,5,8,399.0,20.60393455485969,True
2019-09-01,0.0,279.11312499999997,6,9,399.0,20.551213852813312,True
2019-09-02,0.0,279.113625,0,9,399.0,20.551213852813312,False
2019-09-03,1.4503546099290778,279.12129166666665,1,9,399.0,20.57756798475655,False
2019-09-04,20.30496453900709,279.14716666666664,2,9,550.0,25.334813886039505,False
2019-09-05,13.536643026004729,279.16774999999996,3,9,550.0,25.76302294902874,False
2019-09-06,12.08628841607565,279.16799999999995,4,9,550.0,25.848981666585505,False
2019-09-07,0.0,279.16266666666667,5,9,550.0,25.734393485489175,True
2019-09-08,13.536643026004729,279.1685833333333,6,9,550.0,25.691472745647992,True
2019-09-09,5.801418439716311,279.1701666666666,0,9,550.0,25.76302294902874,False
2019-09-10,3.3841607565011818,279.16541666666666,1,9,550.0,25.662872606170353,False
2019-09-11,0.0,279.1562083333333,2,9,550.0,25.577142614356887,False
2019-09-12,0.0,279.148625,3,9,550.0,25.42024411799991,False
2019-09-13,0.483451536643026,279.13604166666664,4,9,550.0,25.29213997838227,False
2019-09-14,7.735224586288417,279.1360833333333,5,9,550.0,25.150080212930042,True
2019-09-15,0.483451536643026,279.131625,6,9,550.0,25.19266571860308,True
2019-09-16,0.0,279.12216666666666,0,9,550.0,25.022477117453544,False
2019-09-17,0.966903073286052,279.11466666666666,1,9,550.0,24.90925427971263,False
2019-09-18,0.0,279.11154166666665,2,9,550.0,24.782106288482627,False
2019-09-19,0.483451536643026,279.10724999999996,3,9,550.0,24.65519517518508,False
2019-09-20,0.0,279.09777771105774,4,9,399.0,20.4590708450383,False
2019-09-21,0.0,279.0990025353616,5,9,399.0,20.353953194871373,True
2019-09-22,0.0,279.0989895916733,6,9,399.0,20.32770495674252,True
2019-09-23,0.0,279.09730998131835,0,9,399.0,20.353953194871373,False
2019-09-24,11.338028169014084,279.1084220376301,1,9,399.0,20.43277273630799,False
2019-09-25,5.915492957746478,279.11307576060847,2,9,399.0,20.4590708450383,False
2019-09-26,0.9859154929577464,279.11614615025354,3,9,370.0,19.468539017179975,False
2019-09-27,0.4929577464788732,279.1252582065652,4,9,370.0,19.507296607702486,False
2019-09-28,0.0,279.1271619295436,5,9,370.0,19.57195145147993,True
2019-09-29,0.0,279.1306625010153,6,9,370.0,19.59783607941137,True
2019-09-30,22.676056338028168,279.1489277088337,0,9,370.0,19.844369370146957,False
2019-10-01,2.9577464788732395,279.16337309847876,1,10,370.0,19.97457835303199,False
2019-10-02,2.9577464788732395,279.16215182145714,2,10,370.0,19.98761493042924,False
2019-10-03,0.0,279.1670555444355,3,10,370.0,20.0397988371068,False
2019-10-04,0.0,279.16854260074723,4,10,370.0,20.0397988371068,False
2019-10-05,0.0,279.16857132372564,5,10,370.0,20.052854208747053,True
2019-10-06,5.422535211267605,279.177850046704,6,10,370.0,20.0920328445688,True
2019-10-07,0.0,279.1788371030157,0,10,370.0,20.13124277192377,False
2019-10-08,0.4929577464788732,279.17782415932743,1,10,370.0,20.105100734965713,False
2019-10-09,0.0,279.1761862156391,2,10,370.0,22.82162520095378,False
2019-10-10,4.436619718309858,279.1717149386175,3,10,550.0,25.591428011740284,False
2019-10-11,38.943661971830984,279.18420199492925,4,10,550.0,25.94940153050373,False
2019-10-12,3.450704225352112,279.18835571790765,5,10,550.0,26.035588536973272,True
2019-10-13,2.957746478873239,279.1788011075527,6,10,550.0,25.87765800333013,True
2019-10-14,2.464788732394366,279.1769548305311,0,10,550.0,25.820317043004753,False
2019-10-15,40.91549295774647,279.1845668868428,1,10,549.0,30.37215848437628,False
2019-10-16,0.4929577464788732,279.1811789431545,2,10,549.0,25.992486261661817,False
2019-10-17,0.0,279.16991599946624,3,10,549.0,25.748708217258958,False
2019-10-18,0.0,279.1669447224446,4,10,549.0,25.605707537078167,False
2019-10-19,2.464788732394366,279.1631817787563,5,10,549.0,25.448744396348527,True
2019-10-20,0.0,279.1555855017347,6,10,549.0,25.36327885936932,True
2019-10-21,0.9859154929577464,279.14382255804645,0,10,549.0,25.206868749582384,False
2019-10-22,1.4788732394366195,279.13318461435813,1,10,499.0,23.801378253756923,False
2019-10-23,3.4507042253521125,279.13775500400317,2,10,449.0,22.385014881205407,False
2019-10-24,0.4929577464788732,279.1312420603149,3,10,399.0,20.74917128401643,False
2019-10-25,0.0,279.13331244995993,4,10,399.0,20.70952513307806,False
2019-10-26,0.0,279.133757839605,5,10,379.0,20.013700619021193,True
2019-10-27,0.0,279.1328698959167,6,10,379.0,20.0397988371068,True
2019-10-28,1.9718309859154928,279.1368986188951,0,10,379.0,20.026749728063997,False
2019-10-29,0.9859154929577464,279.1379672478724,1,10,379.0,20.065909580387306,False
2019-10-30,0.0,279.1334583333333,2,10,379.0,20.013700619021193,False
2019-10-31,0.0,279.13366666666667,3,10,379.0,19.98761493042924,False
2019-11-01,0.0,279.12787499999996,4,11,379.0,19.948511467290643,False
2019-11-02,0.0,279.12537499999996,5,11,379.0,19.883397557149607,True
2019-11-03,0.0,279.1202916666667,6,11,379.0,19.883397557149607,True
2019-11-04,0.0,279.12216666666666,0,11,379.0,19.870386068916698,False
2019-11-05,0.0,279.11579166666667,1,11,379.0,19.805366298262843,False
2019-11-06,0.0,279.1160833333333,2,11,379.0,19.79237364962193,False
2019-11-07,0.0,279.11662499999994,3,11,379.0,19.70150053699748,False
2019-11-08,0.0,279.1127083333333,4,11,379.0,19.675565539472142,False
2019-11-09,0.0,279.10949999999997,5,11,379.0,19.57195145147993,True
2019-11-10,45.8450704225352,279.15008333333327,6,11,379.0,20.38021390699737,True
2019-11-11,4.436619718309858,279.1780416666666,0,11,549.0,25.67716974247138,False
2019-11-12,0.9859154929577464,279.1595,1,11,549.0,25.334813886039505,False
2019-11-13,0.0,279.14025,2,11,549.0,25.03664474385878,False
2019-11-14,4.929577464788732,279.130375,3,11,549.0,24.824461332448067,False
2019-11-15,0.0,279.11004166666663,4,11,549.0,24.44421446364144,False
2019-11-16,0.0,279.09824999999995,5,11,549.0,22.649245072134754,True
2019-11-17,0.0,279.1030416666666,6,11,299.0,16.619481899275094,True
2019-11-18,12.816901408450702,279.1120833333333,0,11,299.0,16.729258820562585,False
2019-11-19,0.0,279.11970833333334,1,11,299.0,16.790363514745653,False
2019-11-20,0.9859154929577464,279.12125,2,11,299.0,16.753690195202413,False
2019-11-21,0.0,279.1222916666666,3,11,299.0,16.753690195202413,False
2019-11-22,0.0,279.12304166666667,4,11,299.0,16.778134699893943,False
2019-11-23,0.0,279.12420833333334,5,11,299.0,16.765912447548178,True
2019-11-24,0.0,279.1265833333333,6,11,299.0,16.753690195202413,True
2019-11-25,0.0,279.12804166666666,0,11,299.0,16.778134699893943,False
2019-11-26,0.4929577464788732,279.13237499999997,1,11,299.0,16.802592329597363,False
2019-11-27,0.0,279.13012499999996,2,11,299.0,16.802592329597363,False
2019-11-28,0.0,279.1297083333333,3,11,299.0,16.802592329597363,False
2019-11-29,0.0,279.13029166666666,4,11,299.0,16.778134699893943,False
2019-11-30,0.4929577464788732,279.1290833333333,5,11,299.0,16.753690195202413,True
2019-12-01,9.36619718309859,279.13870833333334,6,12,299.0,16.827063079279252,True
2019-12-02,4.436619718309859,279.15054166666664,0,12,299.0,16.949613451656422,False
2019-12-03,14.295774647887324,279.1613333333333,1,12,299.0,17.03559509614493,False
2019-12-04,0.0,279.1614583333333,2,12,299.0,17.121733610544435,False
2019-12-05,0.0,279.1567916666666,3,12,299.0,17.08479844179749,False
2019-12-06,0.0,279.15349999999995,4,12,299.0,17.023300794113055,False
2019-12-07,1.9718309859154928,279.1585833333333,5,12,299.0,17.08479844179749,True
2019-12-08,17.253521126760564,279.1707916666666,6,12,299.0,17.171028369395646,True
2019-12-09,2.9577464788732395,279.17829166666667,0,12,299.0,17.393499956341177,False
2019-12-10,0.0,279.172875,1,12,299.0,17.35634975702648,False
2019-12-11,0.5303030303030305,279.165125,2,12,299.0,17.294493472345756,False
2019-12-12,14.31818181818182,279.1679583333333,3,12,299.0,17.282133931562676,False
2019-12-13,0.5303030303030305,279.17074999999994,4,12,299.0,17.33159813358295,False
2019-12-14,0.0,279.1645,5,12,299.0,17.26977439077959,True
2019-12-15,0.0,279.159375,6,12,299.0,17.220375309279504,True
2019-12-16,16.439393939393945,279.16187499999995,0,12,299.0,17.19569531917443,False
2019-12-17,24.92424242424243,279.1823333333333,1,12,299.0,17.26977439077959,False
2019-12-18,2.6515151515151523,279.17516666666666,2,12,400.0,21.227117850352812,False
2019-12-19,0.0,279.16254166666664,3,12,400.0,21.187137515045883,False
2019-12-20,4.772727272727274,279.15433333333334,4,12,400.0,21.04077345837275,False
2019-12-21,0.0,279.1451666666666,5,12,400.0,21.04077345837275,True
2019-12-22,0.0,279.13054166666666,6,12,400.0,20.868283434537684,True
2019-12-23,0.0,279.11999999999995,0,12,400.0,20.7359538311777,False
2019-12-24,4.772727272727273,279.11066666666665,1,12,400.0,20.590748160792597,False
2019-12-25,35.53030303030305,279.1116666666666,2,12,400.0,20.48538141085734,False
2019-12-26,21.212121212121218,279.1705416666666,3,12,350.0,19.429812979018266,False
2019-12-27,0.0,279.17412499999995,4,12,350.0,19.53314971847672,False
2019-12-28,0.0,279.16299999999995,5,12,350.0,19.41690850808264,True
2019-12-29,0.0,279.157625,6,12,350.0,19.36532851807708,True
2019-12-30,0.0,279.14687499999997,0,12,350.0,19.262320237016365,False
2019-12-31,0.0,279.15304166666664,1,12,350.0,19.24946001680552,False
