,Rainfall,LakeLevel,DayOfWeek,Month,AverageGate,FlowRate,IsWeekend
2020-01-01,0.0,279.1455833333333,2,1,350.0,19.22374590680237,False
2020-01-02,0.0,279.1310833333333,3,1,350.0,19.1338446878968,False
2020-01-03,0.0,279.12466666666666,4,1,350.0,18.980092475945213,False
2020-01-04,0.0,279.112375,5,1,299.0,16.986457122884737,True
2020-01-05,0.0,279.1089583333333,6,1,299.0,16.888298958219153,True
2020-01-06,0.0,279.09454166666666,0,1,299.0,16.778134699893943,False
2020-01-07,0.0,279.09575,1,1,299.0,16.778134699893943,False
2020-01-08,0.0,279.1007916666667,2,1,299.0,16.753690195202413,False
2020-01-09,0.0,279.0933333333333,3,1,299.0,16.7414745078825,False
2020-01-10,0.0,279.086125,4,1,299.0,16.68043548163105,False
2020-01-11,0.0,279.08733333333333,5,1,299.0,16.656043527452077,True
2020-01-12,0.0,279.0865416666666,6,1,299.0,16.656043527452077,True
2020-01-13,0.0,279.08029166666665,0,1,299.0,16.607299074999606,False
2020-01-14,6.363636363636365,279.08029166666665,1,1,299.0,16.607299074999606,False
2020-01-15,0.0,279.07529166666666,2,1,299.0,16.546444188276833,False
2020-01-16,0.0,279.0681666666666,3,1,299.0,16.509968135993603,False
2020-01-17,0.0,279.0599583333333,4,1,299.0,16.412848090172147,False
2020-01-18,0.0,279.052125,5,1,299.0,16.352256953122776,True
2020-01-19,0.0,279.04654166666666,6,1,299.0,16.303842183276778,True
2020-01-20,0.0,279.042125,0,1,299.0,16.291745101125567,False
2020-01-21,0.0,279.0396666666666,1,1,299.0,16.21924199139289,False
2020-01-22,0.0,279.03816666666665,2,1,249.0,14.19206513831101,False
2020-01-23,0.0,279.0330833333333,3,1,249.0,14.16908298609108,False
2020-01-24,0.0,279.03524999999996,4,1,230.0,13.193910606220712,False
2020-01-25,0.0,279.0375833333333,5,1,230.0,13.21629729545187,True
2020-01-26,0.0,279.0409583333333,6,1,230.0,13.238697960872864,True
2020-01-27,0.0,279.0440416666666,0,1,230.0,13.261112596252676,False
2020-01-28,0.0,279.03912499999996,1,1,230.0,13.261112596252676,False
2020-01-29,0.0,279.0360833333333,2,1,230.0,13.238697960872864,False
2020-01-30,0.0,279.03375,3,1,230.0,13.21629729545187,False
2020-01-31,0.0,279.0222083333333,4,1,230.0,13.193910606220712,False
2020-02-01,0.0,279.027625,5,2,230.0,13.171537899420011,True
2020-02-02,0.0,279.0154583333333,6,2,230.0,13.149179181299669,True
2020-02-03,0.0,279.014375,0,2,230.0,13.138006819709476,False
2020-02-04,0.0,279.022,1,2,230.0,13.126834458119284,False
2020-02-05,0.0,279.013875,2,2,230.0,13.0598843209558,False
2020-02-06,0.0,279.0059166666667,3,2,230.0,13.0598843209558,False
2020-02-07,0.0,279.00262499999997,4,2,219.0,12.5727832407541,False
2020-02-08,1.060606060606061,279.00308333333334,5,2,219.0,12.5727832407541,True
2020-02-09,0.0,279.001,6,2,219.0,12.55080461483736,True
2020-02-10,0.0,278.999125,0,2,219.0,12.528840156552825,False
2020-02-11,0.0,278.99925,1,2,199.0,11.66195548952702,False
2020-02-12,0.0,278.9999583333333,2,2,199.0,11.640577652636123,False
2020-02-13,0.0,278.997375,3,2,199.0,11.640577652636123,False
2020-02-14,0.0,278.99899999999997,4,2,199.0,11.640577652636123,False
2020-02-15,0.0,278.9978333333333,5,2,199.0,11.6192142670522,True
2020-02-16,0.5303030303030305,278.99921739130434,6,2,199.0,11.6192142670522,True
2020-02-17,0.0,278.99916666666667,0,2,199.0,11.640577652636123,False
2020-02-18,0.0,278.99787499999996,1,2,199.0,11.640577652636123,False
2020-02-19,0.0,278.9984583333333,2,2,199.0,12.804414309747749,False
2020-02-20,0.0,278.9966666666666,3,2,299.0,12.970813781980722,False
2020-02-21,1.5909090909090915,278.99499999999995,4,2,299.0,12.948581244810953,False
2020-02-22,5.3030303030303045,278.9938333333333,5,2,299.0,12.937472002079739,True
2020-02-23,1.060606060606061,278.98579166666667,6,2,299.0,12.926362759348525,True
2020-02-24,0.0,278.97999999999996,0,2,280.0,12.114216054154236,False
2020-02-25,0.0,278.97729166666664,1,2,280.0,12.1576183869447,False
2020-02-26,0.0,278.97641666666664,2,2,280.0,12.135910073750331,False
2020-02-27,0.0,278.9749583333333,3,2,280.0,12.135910073750331,False
2020-02-28,0.0,278.97316666666666,4,2,280.0,12.135910073750331,False
2020-02-29,0.0,278.96683333333334,5,2,280.0,12.114216054154236,True
2020-03-01,0.0,278.9674166666666,6,3,280.0,12.07087092271064,True
2020-03-02,0.0,278.9651666666667,0,3,280.0,12.04921982436712,False
2020-03-03,0.0,278.9635833333333,1,3,280.0,12.04921982436712,False
2020-03-04,18.6040378782711,278.97475,2,3,280.0,12.201077867238835,False
2020-03-05,0.8088712121212112,278.9855833333333,3,3,280.0,12.255484281627869,False
2020-03-06,0.0,278.97916666666663,4,3,280.0,12.190209427125563,False
2020-03-07,0.0,278.9732916666666,5,3,280.0,12.135910073750331,True
2020-03-08,0.0,278.9685,6,3,280.0,12.103376194523197,True
2020-03-09,12.397683397683396,278.9696666666667,0,3,280.0,12.092536334892158,False
2020-03-10,0.4768339768339768,278.97133333333335,1,3,280.0,12.1576183869447,False
2020-03-11,0.0,278.972625,2,3,280.0,12.146764230347515,False
2020-03-12,0.0,278.97274999999996,3,3,280.0,12.135910073750331,False
2020-03-13,0.0,278.9674166666666,4,3,280.0,12.103376194523197,False
2020-03-14,0.4768339768339768,278.9629166666667,5,3,280.0,12.04921982436712,True
2020-03-15,0.0,278.9610833333333,6,3,280.0,12.04921982436712,True
2020-03-16,0.0,278.95829166666664,0,3,280.0,12.027583046629816,False
2020-03-17,0.0,278.9485833333333,1,3,280.0,12.00596059627794,False
2020-03-18,0.0,278.9435833333333,2,3,280.0,11.919614204690246,False
2020-03-19,0.0,278.93783333333334,3,3,280.0,11.855005182355391,False
2020-03-20,0.0,278.931125,4,3,280.0,11.833497596452858,False
2020-03-21,0.0,278.931125,5,3,280.0,11.81200439944308,True
2020-03-22,1.834996703925537,278.93216666666666,6,3,280.0,11.833497596452858,True
2020-03-23,16.969241924380583,278.94054166666666,0,3,280.0,11.87652715027216,False
2020-03-24,0.7343243243243229,278.9495,1,3,280.0,12.027583046629816,False
2020-03-25,0.0,278.94849999999997,2,3,280.0,12.00596059627794,False
2020-03-26,0.0,278.94754166666667,3,3,280.0,11.995156538189736,False
2020-03-27,4.2915057915057915,278.9503333333333,4,3,280.0,11.995156538189736,False
2020-03-28,1.4305019305019306,278.9515416666666,5,3,280.0,12.027583046629816,True
2020-03-29,0.0,278.9495,6,3,280.0,12.00596059627794,True
2020-03-30,10.013513513513514,278.9559166666666,0,3,280.0,12.07087092271064,False
2020-03-31,0.4768339768339768,278.96162499999997,1,3,280.0,12.092536334892158,False
2020-04-01,0.0,278.96254166666665,2,4,280.0,12.114216054154236,False
2020-04-02,0.0,278.9624166666667,3,4,280.0,12.0817036288014,False
2020-04-03,0.0,278.95979166666666,4,4,280.0,12.0817036288014,False
2020-04-04,0.0,278.9598333333333,5,4,280.0,12.04921982436712,True
2020-04-05,0.0,278.957875,6,4,280.0,12.038401435498468,True
2020-04-06,0.0,278.95454166666667,0,4,280.0,12.00596059627794,False
2020-04-07,0.0,278.953,1,4,280.0,12.00596059627794,False
2020-04-08,2.861003861003861,278.95262499999995,2,4,280.0,11.984352480101531,False
2020-04-09,0.0,278.94904166666663,3,4,280.0,11.984352480101531,False
2020-04-10,0.0,278.9468333333333,4,4,280.0,11.984352480101531,False
2020-04-11,0.0,278.946125,5,4,280.0,11.9627587049016,True
2020-04-12,1.9073359073359073,278.94741666666664,6,4,280.0,11.94117927749019,True
2020-04-13,11.444015444015442,278.965625,0,4,280.0,12.114216054154236,False
2020-04-14,1.4305019305019304,278.965375,1,4,280.0,12.114216054154236,False
2020-04-15,0.0,278.963125,2,4,280.0,12.07087092271064,False
2020-04-16,0.0,278.95991666666663,3,4,280.0,12.07087092271064,False
2020-04-17,11.92084942084942,278.96874999999994,4,4,280.0,12.114216054154236,False
2020-04-18,1.4305019305019306,278.98449999999997,5,4,280.0,12.201077867238835,True
2020-04-19,0.4768339768339768,278.98774999999995,6,4,280.0,12.211953444079835,True
2020-04-20,0.4768339768339768,278.990375,0,4,280.0,12.222829020920836,False
2020-04-21,0.0,278.9923333333333,1,4,280.0,12.222829020920836,False
2020-04-22,0.0,278.9927916666666,2,4,280.0,12.222829020920836,False
2020-04-23,0.0,278.99466680509414,3,4,280.0,12.222829020920836,False
2020-04-24,0.0,278.99470833333334,4,4,280.0,12.244594441365397,False
2020-04-25,0.0,278.99112499999995,5,4,280.0,12.201077867238835,True
2020-04-26,0.0,278.99125,6,4,280.0,12.211953444079835,True
2020-04-27,0.0,278.9925416666667,0,4,280.0,12.201077867238835,False
2020-04-28,0.0,278.99224999999996,1,4,280.0,12.201077867238835,False
2020-04-29,0.0,278.99245833333333,2,4,280.0,12.179340987012289,False
2020-04-30,0.0,278.9922083333333,3,4,280.0,12.190209427125563,False
2020-05-01,0.0,278.98954166666664,4,5,280.0,12.190209427125563,False
2020-05-02,2.384169884169884,278.9934583333333,5,5,280.0,12.179340987012289,True
2020-05-03,51.49806949806949,279.0336956521739,6,5,280.0,12.397351293859291,True
2020-05-04,18.596525096525095,279.09375,0,5,280.0,12.926362759348525,False
2020-05-05,0.9536679536679536,279.0947083333333,1,5,280.0,12.881967968979348,False
2020-05-06,0.9536679536679536,279.0962916666667,2,5,280.0,12.904158331949418,False
2020-05-07,0.0,279.0920833333333,3,5,280.0,12.881967968979348,False
2020-05-08,0.0,279.08975,4,5,300.0,13.55377130436541,False
2020-05-09,0.0,279.09366666666665,5,5,300.0,13.53117562228983,True
2020-05-10,0.0,279.09441666666663,6,5,300.0,13.53117562228983,True
2020-05-11,0.0,279.09441666666663,0,5,300.0,13.55377130436541,False
2020-05-12,0.0,279.0944583333333,1,5,300.0,13.55377130436541,False
2020-05-13,0.0,279.0927083333333,2,5,300.0,13.53117562228983,False
2020-05-14,0.0,279.0876666666666,3,5,300.0,13.50859383001873,False
2020-05-15,0.0,279.0862916666666,4,5,300.0,13.50859383001873,False
2020-05-16,0.0,279.0840416666667,5,5,300.0,13.486025933662424,True
2020-05-17,0.0,279.0837916666666,6,5,300.0,13.47474893650137,True
2020-05-18,0.0,279.0804166666666,0,5,300.0,13.440931853181135,False
2020-05-19,0.0,279.0772083333333,1,5,300.0,13.440931853181135,False
2020-05-20,0.0,279.07308333333333,2,5,300.0,13.39589342991192,False
2020-05-21,0.0,279.07166666666666,3,5,300.0,13.39589342991192,False
2020-05-22,0.0,279.06904166666664,4,5,300.0,13.373395105105232,False
2020-05-23,0.0,279.0662083333333,5,5,300.0,13.350910713068174,True
2020-05-24,13.35135135135135,279.07279166666666,6,5,300.0,13.373395105105232,True
2020-05-25,23.364864864864863,279.1184583333333,0,5,300.0,13.780490726585876,False
2020-05-26,0.0,279.12354166666665,1,5,300.0,13.780490726585876,False
2020-05-27,0.0,279.123,2,5,300.0,13.712329482060897,False
2020-05-28,0.0,279.1222916666666,3,5,300.0,13.68963674168008,False
2020-05-29,0.0,279.12429166666664,4,5,0.0,12.277271088857209,False
2020-05-30,0.0,279.1211666666666,5,5,0.0,16.704840581021106,True
2020-05-31,0.0,279.1070833333333,6,5,0.0,20.393350497941725,True
2020-06-01,32.9015444015444,279.10075,0,6,0.0,20.27524591943868,False
2020-06-02,0.4768339768339768,279.109125,1,6,0.0,20.551213852813312,False
2020-06-03,15.735521235521231,279.1094166666666,2,6,0.0,16.473525035752772,False
2020-06-04,4.768339768339768,279.14237499999996,3,6,0.0,16.7414745078825,False
2020-06-05,5.529543440049278,279.1464583333333,4,6,0.0,16.753690195202413,False
2020-06-06,0.0,279.143375,5,6,0.0,16.814827704438308,True
2020-06-07,0.0,279.13775,6,6,0.0,16.753690195202413,True
2020-06-08,0.0,279.13075,0,6,0.0,16.656043527452077,False
2020-06-09,0.0,279.1238333333333,1,6,0.0,16.656043527452077,False
2020-06-10,0.0,279.1188333333333,2,6,0.0,17.436725000106115,False
2020-06-11,0.0,279.1073333333333,3,6,399.0,18.34439286644404,False
2020-06-12,0.0,279.0957916666666,4,6,399.0,18.20561333433735,False
2020-06-13,0.0,279.0900833333333,5,6,399.0,18.167829735231916,True
2020-06-14,0.0,279.07966666666664,6,6,399.0,18.04209870519801,True
2020-06-15,0.0,279.07104166666664,0,6,399.0,17.94174562779013,False
2020-06-16,0.0,279.06266666666664,1,6,399.0,17.891646441954073,False
2020-06-17,0.0,279.05541666666664,2,6,399.0,17.79160296598678,False
2020-06-18,28.98054474708172,279.06179166666664,3,6,399.0,17.77911368035981,False
2020-06-19,31.014267185473418,279.09566666666666,4,6,750.0,25.520048009822933,False
2020-06-20,4.5758754863813245,279.11354166666666,5,6,750.0,25.920695926228053,True
2020-06-21,0.0,279.0894583333333,6,6,750.0,25.577142614356887,True
2020-06-22,0.0,279.06899999999996,0,6,750.0,25.306360688007192,False
2020-06-23,0.0,279.0515833333333,1,6,750.0,24.90925427971263,False
2020-06-24,1.525291828793775,279.04070833333327,2,6,750.0,24.62702563788638,False
2020-06-25,13.727626459143973,279.029875,3,6,750.0,24.43017125478292,False
2020-06-26,4.5758754863813245,279.02275,4,6,750.0,24.331963926642494,False
2020-06-27,35.08171206225682,279.03416666666664,5,6,750.0,24.500411067250752,True
2020-06-28,2.5421530479896246,279.0568333333333,6,6,750.0,25.03664474385878,True
2020-06-29,4.5758754863813245,279.0490833333333,0,6,750.0,24.866845972830433,False
2020-06-30,0.0,279.03349999999995,1,6,750.0,24.71156982595688,False
2020-07-01,0.0,279.01479166666667,2,7,750.0,24.34598334752888,False
2020-07-02,0.0,278.9984583333333,3,7,750.0,24.066130999612312,False
2020-07-03,0.0,278.9880833333333,4,7,750.0,23.829196300950663,False
2020-07-04,0.0,278.9855416666666,5,7,449.0,17.34397069258534,True
2020-07-05,11.693904020752274,278.9975,6,7,449.0,17.430682658437316,True
2020-07-06,37.11543450064852,279.049,0,7,449.0,18.092358954540632,False
2020-07-07,7.118028534370948,279.06566666666663,1,7,449.0,18.509100314658944,False
2020-07-08,3.559014267185475,279.07666666666665,2,7,470.0,18.890616445306463,False
2020-07-09,0.0,279.080125,3,7,490.0,19.44271744995389,False
2020-07-10,0.0,279.0802083333333,4,7,490.0,19.44271744995389,False
2020-07-11,0.0,279.08175,5,7,490.0,19.41690850808264,True
2020-07-12,0.0,279.0835,6,7,490.0,19.44271744995389,True
2020-07-13,4.5758754863813245,279.08762499999995,0,7,490.0,19.468539017179975,False
2020-07-14,2.0337224383917,279.09479166666665,1,7,490.0,19.57195145147993,False
2020-07-15,8.643320363164724,279.1015833333333,2,7,490.0,19.649643127785193,False
2020-07-16,10.677042801556423,279.11266666666666,3,7,490.0,19.77938100098101,False
2020-07-17,7.118028534370949,279.1204583333333,4,7,490.0,19.85737458068379,False
2020-07-18,5.084306095979249,279.12387499999994,5,7,490.0,19.870386068916698,True
2020-07-19,2.5421530479896246,279.1309166666667,6,7,490.0,19.961541775634743,True
2020-07-20,1.525291828793775,279.13512499999996,0,7,490.0,19.97457835303199,False
2020-07-21,21.862516212710773,279.1644583333333,1,7,0.0,20.380238846525252,False
2020-07-22,4.5758754863813245,279.17087499999997,2,7,0.0,22.303497817898407,False
2020-07-23,0.0,279.16295833333334,3,7,600.0,22.891970801542765,False
2020-07-24,1.01686121919585,279.1601666666666,4,7,600.0,23.870944313202628,False
2020-07-25,0.0,279.15304166666664,5,7,600.0,23.75967213179027,True
2020-07-26,0.0,279.1408333333333,6,7,600.0,23.6347214800736,True
2020-07-27,0.0,279.133,0,7,600.0,23.537702854856693,False
2020-07-28,0.0,279.126375,1,7,600.0,23.371730031352406,False
2020-07-29,0.0,279.1189166666666,2,7,600.0,23.30270394462211,False
2020-07-30,0.0,279.11075,3,7,600.0,23.178642404297044,False
2020-07-31,0.0,279.1072083333333,4,7,600.0,23.041084226259375,False
2020-08-01,1.01686121919585,279.10254166666664,5,8,600.0,22.94497457413111,True
2020-08-02,0.0,279.0984583333333,6,8,449.0,18.826797668698052,True
2020-08-03,0.0,279.09529166666664,0,8,449.0,18.839556333157077,False
2020-08-04,0.0,279.09566666666666,1,8,449.0,18.852314997616105,False
2020-08-05,0.0,279.09679166666666,2,8,449.0,18.852314997616105,False
2020-08-06,1.525291828793775,279.09975,3,8,449.0,18.852314997616105,False
2020-08-07,23.89623865110247,279.1267083333333,4,8,449.0,19.262320237016365,False
2020-08-08,0.0,279.1347083333333,5,8,449.0,19.28805333382135,True
2020-08-09,0.0,279.133625,6,8,449.0,19.24946001680552,True
2020-08-10,0.0,279.13449999999995,0,8,449.0,19.262320237016365,False
2020-08-11,22.87937743190662,279.14624999999995,1,8,449.0,19.28805333382135,False
2020-08-12,0.0,279.1513333333333,2,8,599.0,23.843108316710484,False
2020-08-13,0.0,279.1390416666666,3,8,599.0,23.579265124013503,False
2020-08-14,0.0,279.13029166666666,4,8,599.0,23.468496442649965,False
2020-08-15,0.0,279.1191666666667,5,8,599.0,23.261321993615994,True
2020-08-16,0.0,279.1093333333333,6,8,599.0,23.137344794226827,True
2020-08-17,0.0,279.1003333333333,0,8,449.0,18.967302013407604,False
2020-08-18,0.0,279.10662499999995,1,8,449.0,18.877845054824544,False
2020-08-19,41.69130998702984,279.13599999999997,2,8,449.0,19.159514458193915,False
2020-08-20,3.0505836575875493,279.1658333333333,3,8,449.0,19.57195145147993,False
2020-08-21,3.559014267185475,279.170625,4,8,449.0,19.59783607941137,False
2020-08-22,0.508430609597925,279.1744166666667,5,8,449.0,19.649643127785193,True
2020-08-23,26.438391699092094,279.18862499999994,6,8,449.0,19.766394636545012,True
2020-08-24,3.559014267185475,279.1965833333333,0,8,1200.0,35.654321252033796,False
2020-08-25,2.5421530479896246,279.16341666666665,1,8,1200.0,34.89879925708257,False
2020-08-26,1.01686121919585,279.134125,2,8,599.0,24.464342946508555,False
2020-08-27,0.504016064257028,279.12512499999997,3,8,599.0,23.38554607581696,False
2020-08-28,0.0,279.1195833333333,4,8,599.0,23.261321993615994,False
2020-08-29,1.008032128514056,279.11525,5,8,599.0,23.206190218074077,True
2020-08-30,0.0,279.1052916666667,6,8,599.0,23.09607130419009,True
2020-08-31,0.0,279.09937499999995,0,8,599.0,22.98614544138438,False
2020-09-01,0.0,279.09437499999996,1,9,599.0,22.58946988778925,False
2020-09-02,0.0,279.0948333333333,2,9,299.0,16.851546943912815,False
2020-09-03,1.008032128514056,279.09987499999994,3,9,299.0,16.949613451656422,False
2020-09-04,0.0,279.1047083333333,4,9,299.0,16.949613451656422,False
2020-09-05,0.0,279.107375,5,9,299.0,16.97416281587472,True
2020-09-06,0.0,279.1145833333333,6,9,299.0,17.023300794113055,True
2020-09-07,8.064257028112449,279.1261666666666,0,9,299.0,17.15870141713456,False
2020-09-08,0.0,279.1309166666667,1,9,299.0,17.15870141713456,False
2020-09-09,0.0,279.1305,2,9,299.0,17.19569531917443,False
2020-09-10,0.0,279.13308333333333,3,9,299.0,17.171028369395646,False
2020-09-11,0.0,279.1309583333333,4,9,299.0,17.220375309279504,False
2020-09-12,0.0,279.13058333333333,5,9,299.0,17.195701839337573,True
2020-09-13,0.0,279.1274583333333,6,9,299.0,17.171028369395646,True
2020-09-14,0.0,279.1277083333333,0,9,299.0,17.13405403770895,False
2020-09-15,0.0,279.12766666666664,1,9,299.0,17.121733610544435,False
2020-09-16,0.0,279.1261304347826,2,9,299.0,17.121733610544435,False
2020-09-17,0.0,279.12566666666663,3,9,299.0,17.121733610544435,False
2020-09-18,2.016064257028112,279.12379166666665,4,9,299.0,17.097105811351348,False
2020-09-19,0.0,279.12449999999995,5,9,299.0,17.097105811351348,True
2020-09-20,0.0,279.12379166666665,6,9,299.0,17.07249107224363,True
2020-09-21,0.0,279.121875,0,9,299.0,17.04788939817681,False
2020-09-22,0.0,279.11899999999997,1,9,299.0,17.023300794113055,False
2020-09-23,0.0,279.1159583333333,2,9,299.0,16.986444040447715,False
2020-09-24,5.544176706827309,279.1212083333333,3,9,299.0,17.023300794113055,False
2020-09-25,0.504016064257028,279.1202916666667,4,9,299.0,17.07249107224363,False
2020-09-26,0.0,279.12262499999997,5,9,299.0,17.04788939817681,True
2020-09-27,14.616465863453815,279.13260869565215,6,9,299.0,17.121733610544435,True
2020-09-28,1.008032128514056,279.13258333333334,0,9,299.0,17.171028369395646,False
2020-09-29,6.552208835341364,279.134375,1,9,299.0,17.19569531917443,False
2020-09-30,0.0,279.13674999999995,2,9,299.0,17.220375309279504,False
2020-10-01,0.0,279.1390416666666,3,10,299.0,17.19569531917443,False
2020-10-02,0.0,279.1395833333333,4,10,299.0,17.220375309279504,False
2020-10-03,0.0,279.13541666666663,5,10,299.0,17.20803531422697,True
2020-10-04,0.0,279.13266666666664,6,10,299.0,17.171028369395646,True
2020-10-05,0.0,279.13179166666663,0,10,299.0,17.146374464873468,False
2020-10-06,0.0,279.1297916666667,1,10,299.0,17.10941971094789,False
2020-10-07,0.0,279.1238333333333,2,10,299.0,17.07249107224363,False
2020-10-08,8.064257028112449,279.1243333333333,3,10,299.0,17.07249107224363,False
2020-10-09,0.0,279.1237083333333,4,10,299.0,16.998725265020713,False
2020-10-10,0.0,279.1215833333333,5,10,299.0,16.9250771773536,True
2020-10-11,0.0,279.11179166666665,6,10,299.0,16.876043918477816,True
2020-10-12,7.560240963855421,279.1116666666666,0,10,299.0,16.90055399796049,False
2020-10-13,20.66465863453815,279.1327083333333,1,10,299.0,17.13405403770895,False
2020-10-14,0.0,279.1342916666667,2,10,299.0,17.146374464873468,False
2020-10-15,6.048192771084336,279.13166666666666,3,10,299.0,17.08479844179749,False
2020-10-16,0.0,279.1304583333333,4,10,299.0,17.08479844179749,False
2020-10-17,0.0,279.126,5,10,299.0,16.998725265020713,True
2020-10-18,0.0,279.123625,6,10,299.0,16.97416281587472,True
2020-10-19,0.0,279.1205833333333,0,10,300.0,16.96188813376557,False
2020-10-20,0.504016064257028,279.11575,1,10,300.0,16.93734531450501,False
2020-10-21,6.048192771084337,279.11579166666667,2,10,300.0,16.949613451656422,False
2020-10-22,0.0,279.1159583333333,3,10,300.0,16.949613451656422,False
2020-10-23,0.0,279.1129583333333,4,10,300.0,16.90055399796049,False
2020-10-24,0.0,279.11062499999997,5,10,300.0,16.851546943912815,True
2020-10-25,0.0,279.1072083333333,6,10,300.0,16.827063079279252,True
2020-10-26,1.512048192771084,279.1026666666666,0,10,300.0,16.778134699893943,False
2020-10-27,0.0,279.09625,1,10,300.0,16.729258820562585,False
2020-10-28,1.008032128514056,279.09229166666665,2,10,300.0,16.68043548163105,False
2020-10-29,1.008032128514056,279.09233333333333,3,10,300.0,16.668239504541564,False
2020-10-30,10.58433734939759,279.094625,4,10,300.0,16.692638031326076,False
2020-10-31,5.040160642570281,279.0990869565217,5,10,300.0,16.729258820562585,True
2020-11-01,0.0,279.0924166666667,6,11,300.0,16.704840581021106,True
2020-11-02,0.0,279.08874999999995,0,11,300.0,16.656043527452077,False
2020-11-03,5.040160642570281,279.095375,1,11,300.0,16.668239504541564,False
2020-11-04,1.008032128514056,279.094,2,11,300.0,16.631664723550585,False
2020-11-05,49.89759036144578,279.1200833333333,3,11,300.0,16.704847151096818,False
2020-11-06,2.5200803212851404,279.1579166666666,4,11,400.0,21.44082299662611,False
2020-11-07,3.5281124497991962,279.1506666666666,5,11,400.0,21.28047019762328,True
2020-11-08,31.24899598393574,279.16479166666664,6,11,400.0,21.53456828062995,True
2020-11-09,15.120481927710841,279.17024999999995,0,11,400.0,21.65532175489328,False
2020-11-10,29.23293172690763,279.17091666666664,1,11,400.0,21.60161875047391,False
2020-11-11,4.032128514056224,279.1848333333333,2,11,500.0,24.979997867648873,False
2020-11-12,0.0,279.16625,3,11,500.0,24.7397749322995,False
2020-11-13,0.0,279.155375,4,11,500.0,24.45825767249996,False
2020-11-14,0.0,279.13287499999996,5,11,500.0,24.191918559603508,True
2020-11-15,0.0,279.11604166666666,6,11,500.0,23.843108316710484,True
2020-11-16,0.504016064257028,279.09954166666665,0,11,500.0,23.606987303858048,False
2020-11-17,0.0,279.08599999999996,1,11,399.0,20.551213852813312,False
2020-11-18,0.0,279.0790416666666,2,11,399.0,20.38021390699737,False
2020-11-19,0.0,279.0735833333333,3,11,299.0,16.546444188276833,False
2020-11-20,0.0,279.0745833333333,4,11,299.0,16.48566834052343,False
2020-11-21,0.0,279.07004166666667,5,11,299.0,16.437108312489443,True
2020-11-22,0.0,279.0677083333333,6,11,299.0,16.437108312489443,True
2020-11-23,0.0,279.0659583333333,0,11,299.0,16.400724579667937,False
2020-11-24,4.766839378238342,279.0693333333333,1,11,299.0,16.400724579667937,False
2020-11-25,42.424870466321245,279.11316666666664,2,11,299.0,16.96188813376557,False
2020-11-26,6.6735751295336785,279.13,3,11,299.0,17.03559509614493,False
2020-11-27,0.0,279.12833333333333,4,11,299.0,17.07249107224363,False
2020-11-28,0.0,279.124375,5,11,310.0,17.492714458242173,True
2020-11-29,4.766839378238342,279.1278333333333,6,11,310.0,17.492714458242173,True
2020-11-30,9.533678756476684,279.133875,0,11,310.0,17.54240610453661,False
2020-12-01,6.673575129533679,279.1465416666667,1,12,310.0,17.76662439473284,False
2020-12-02,0.0,279.14504166666666,2,12,310.0,17.66683944413178,False
2020-12-03,0.0,279.1372916666666,3,12,310.0,17.629475100366307,False
2020-12-04,0.0,279.133125,4,12,310.0,17.592136666721895,False
2020-12-05,0.0,279.12904166666664,5,12,310.0,17.54239961855582,True
2020-12-06,0.0,279.122375,6,12,310.0,17.505132504119466,True
2020-12-07,0.0,279.12195833333334,0,12,310.0,17.44308122454854,False
2020-12-08,0.4766839378238342,279.1189583333333,1,12,310.0,17.418284092326093,False
2020-12-09,0.0,279.1212083333333,2,12,310.0,17.418284092326093,False
2020-12-10,12.39378238341969,279.12537499999996,3,12,310.0,17.567261659076454,False
2020-12-11,0.0,279.11674999999997,4,12,310.0,17.517550549996763,False
2020-12-12,0.0,279.10404166666666,5,12,310.0,17.331611146906685,True
2020-12-13,0.0,279.09862499999997,6,12,298.0,16.851546943912815,True
2020-12-14,0.0,279.09908333333334,0,12,298.0,16.802592329597363,False
2020-12-15,0.0,279.09529166666664,1,12,298.0,16.778134699893943,False
2020-12-16,0.0,279.08566666666667,2,12,298.0,16.704840581021106,False
2020-12-17,0.0,279.0787083333333,3,12,298.0,16.64385412550133,False
2020-12-18,0.0,279.07812499999994,4,12,298.0,16.582946586878705,False
2020-12-19,0.0,279.07199999999995,5,12,298.0,16.558607264274315,True
2020-12-20,0.0,279.0634583333333,6,12,298.0,16.509968135993603,True
2020-12-21,0.0,279.0584583333333,0,12,298.0,16.400724579667937,False
2020-12-22,0.0,279.0573333333333,1,12,199.0,12.33179865728452,False
2020-12-23,0.4766839378238342,279.0612081949059,2,12,199.0,12.33179865728452,False
2020-12-24,3.8134715025906734,279.0632083333333,3,12,199.0,12.397351293859291,False
2020-12-25,0.0,279.061625,4,12,199.0,12.397351293859291,False
2020-12-26,0.0,279.05929166666664,5,12,199.0,12.397351293859291,True
2020-12-27,6.869888475836432,279.062125,6,12,199.0,12.397351293859291,True
2020-12-28,0.0,279.06441666666666,0,12,199.0,12.419230608733937,False
2020-12-29,0.0,279.0579583333333,1,12,199.0,12.375486192585496,False
2020-12-30,0.0,279.058375,2,12,199.0,12.375486192585496,False
2020-12-31,0.0,279.05991666666665,3,12,199.0,12.375486192585496,False
2021-01-01,0.0,279.06220833333333,4,1,199.0,12.364560752053206,False
2021-01-02,16.193308550185876,279.0664166666666,5,1,199.0,12.364560752053206,True
2021-01-03,28.46096654275093,279.0833333333333,6,1,199.0,12.506889872436528,True
